"","Artist","Track","count","Track_no_brackets","artist_first_word","artist_last_word","artist_lower","artist_no_featuring_lower","track_lower","track_lower_no_brackets","track_lower_no_schar","track_lower_no_brackets_schar_ws","artist_mbid","artist_lower_no_brackets","artist_lower_no_brackets_schar","artist_lower_no_brackets_schar_ws"
"559","Michael Jackson","You Rock My World",20,"You Rock My World","Michael","Jackson","michael jackson","michael jackson","you rock my world","you rock my world","you rock my world","yourockmyworld","f27ec8db-af05-4f36-916e-3d57f91ecf5e","michael jackson","michaeljackson","michaeljackson"
"560","Michelle Branch","All You Wanted",28,"All You Wanted","Michelle","Branch","michelle branch","michelle branch","all you wanted","all you wanted","all you wanted","allyouwanted","53f402db-7d17-4927-ba1c-35e75f76c24e","michelle branch","michellebranch","michellebranch"
"561","Michelle Branch","Are You Happy Now?",20,"Are You Happy Now?","Michelle","Branch","michelle branch","michelle branch","are you happy now?","are you happy now?","are you happy now ","areyouhappynow","53f402db-7d17-4927-ba1c-35e75f76c24e","michelle branch","michellebranch","michellebranch"
"562","Michelle Branch","Everywhere",20,"Everywhere","Michelle","Branch","michelle branch","michelle branch","everywhere","everywhere","everywhere","everywhere","53f402db-7d17-4927-ba1c-35e75f76c24e","michelle branch","michellebranch","michellebranch"
"563","Michelle Branch","Goodbye To You",20,"Goodbye To You","Michelle","Branch","michelle branch","michelle branch","goodbye to you","goodbye to you","goodbye to you","goodbyetoyou","53f402db-7d17-4927-ba1c-35e75f76c24e","michelle branch","michellebranch","michellebranch"
"564","Mint Condition","If You Love Me",20,"If You Love Me","Mint","Condition","mint condition","mint condition","if you love me","if you love me","if you love me","ifyouloveme",NA,"mint condition","mintcondition","mintcondition"
"565","Missy ""Misdemeanor"" Elliott","Get Ur Freak On",24,"Get Ur Freak On","Missy","Elliott","missy elliott","missy elliott","get ur freak on","get ur freak on","get ur freak on","geturfreakon","a0b8cb9e-7532-45fe-a74c-30e7c4009a39","missy elliott","missyelliott","missyelliott"
"566","Missy ""Misdemeanor"" Elliott","One Minute Man",21,"One Minute Man","Missy","Elliott","missy elliott","missy elliott","one minute man","one minute man","one minute man","oneminuteman","a0b8cb9e-7532-45fe-a74c-30e7c4009a39","missy elliott","missyelliott","missyelliott"
"567","Missy ""Misdemeanor"" Elliott","P***ycat",5,"P***ycat","Missy","Elliott","missy elliott","missy elliott","p***ycat","p***ycat","p   ycat","pycat","a0b8cb9e-7532-45fe-a74c-30e7c4009a39","missy elliott","missyelliott","missyelliott"
"568","Missy ""Misdemeanor"" Elliott","Work It",25,"Work It","Missy","Elliott","missy elliott","missy elliott","work it","work it","work it","workit","a0b8cb9e-7532-45fe-a74c-30e7c4009a39","missy elliott","missyelliott","missyelliott"
"569","Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet","Take Away",20,"Take Away","Missy","Tweet","missy elliott featuring ginuwine & tweet","missy elliott","take away","take away","take away","takeaway","a0b8cb9e-7532-45fe-a74c-30e7c4009a39","missy elliott featuring ginuwine & tweet","missyelliottfeaturingginuwinetweet","missyelliottfeaturingginuwinetweet"
"570","Missy ""Misdemeanor"" Elliott Featuring Ludacris","Gossip Folks",20,"Gossip Folks","Missy","Ludacris","missy elliott featuring ludacris","missy elliott","gossip folks","gossip folks","gossip folks","gossipfolks","a0b8cb9e-7532-45fe-a74c-30e7c4009a39","missy elliott featuring ludacris","missyelliottfeaturingludacris","missyelliottfeaturingludacris"
"571","Missy Elliott","I'm Really Hot",10,"I'm Really Hot","Missy","Elliott","missy elliott","missy elliott","i'm really hot","i'm really hot","i m really hot","imreallyhot","a0b8cb9e-7532-45fe-a74c-30e7c4009a39","missy elliott","missyelliott","missyelliott"
"572","Missy Elliott","Pass That Dutch",15,"Pass That Dutch","Missy","Elliott","missy elliott","missy elliott","pass that dutch","pass that dutch","pass that dutch","passthatdutch","a0b8cb9e-7532-45fe-a74c-30e7c4009a39","missy elliott","missyelliott","missyelliott"
"573","Mobb Deep","Got It Twisted",20,"Got It Twisted","Mobb","Deep","mobb deep","mobb deep","got it twisted","got it twisted","got it twisted","gotittwisted","d75d1f08-bbb8-4eae-9877-399ca9121197","mobb deep","mobbdeep","mobbdeep"
"574","Mobb Deep Featuring 112","Hey Luv (Anything)",15,"Hey Luv ","Mobb","112","mobb deep featuring 112","mobb deep","hey luv (anything)","hey luv ","hey luv ","heyluv","d75d1f08-bbb8-4eae-9877-399ca9121197","mobb deep featuring 112","mobbdeepfeaturing112","mobbdeepfeaturing112"
"575","Moby Featuring Gwen Stefani","South Side",32,"South Side","Moby","Stefani","moby featuring gwen stefani","moby","south side","south side","south side","southside","8970d868-0723-483b-a75b-51088913d3d4","moby featuring gwen stefani","mobyfeaturinggwenstefani","mobyfeaturinggwenstefani"
"576","Modest Mouse","Float On",20,"Float On","Modest","Mouse","modest mouse","modest mouse","float on","float on","float on","floaton","a96ac800-bfcb-412a-8a63-0a98df600700","modest mouse","modestmouse","modestmouse"
"577","Monica","All Eyez On Me",7,"All Eyez On Me","Monica","Monica","monica","monica","all eyez on me","all eyez on me","all eyez on me","alleyezonme","cc4c4d9d-1598-4c86-9158-4a39fa97e6ff","monica","monica","monica"
"578","Monica","Angel Of Mine",26,"Angel Of Mine","Monica","Monica","monica","monica","angel of mine","angel of mine","angel of mine","angelofmine","cc4c4d9d-1598-4c86-9158-4a39fa97e6ff","monica","monica","monica"
"579","Monica","Just Another Girl",13,"Just Another Girl","Monica","Monica","monica","monica","just another girl","just another girl","just another girl","justanothergirl","cc4c4d9d-1598-4c86-9158-4a39fa97e6ff","monica","monica","monica"
"580","Monica","Knock Knock",18,"Knock Knock","Monica","Monica","monica","monica","knock knock","knock knock","knock knock","knockknock","cc4c4d9d-1598-4c86-9158-4a39fa97e6ff","monica","monica","monica"
"581","Monica","So Gone",22,"So Gone","Monica","Monica","monica","monica","so gone","so gone","so gone","sogone","cc4c4d9d-1598-4c86-9158-4a39fa97e6ff","monica","monica","monica"
"582","Monica","The First Night",3,"The First Night","Monica","Monica","monica","monica","the first night","the first night","the first night","thefirstnight","cc4c4d9d-1598-4c86-9158-4a39fa97e6ff","monica","monica","monica"
"583","Monica","U Should've Known Better",20,"U Should've Known Better","Monica","Monica","monica","monica","u should've known better","u should've known better","u should ve known better","ushouldveknownbetter","cc4c4d9d-1598-4c86-9158-4a39fa97e6ff","monica","monica","monica"
"584","Mya","Fallen",12,"Fallen","Mya","Mya","mya","mya","fallen","fallen","fallen","fallen","7c5e39c3-7645-4e37-968d-a4e45cd38c5d","mya","mya","mya"
"585","Mya","My Love Is Like... Wo",20,"My Love Is Like... Wo","Mya","Mya","mya","mya","my love is like... wo","my love is like... wo","my love is like    wo","myloveislikewo","7c5e39c3-7645-4e37-968d-a4e45cd38c5d","mya","mya","mya"
"586","Nas","Got Ur Self A...",19,"Got Ur Self A...","Nas","Nas","nas","nas","got ur self a...","got ur self a...","got ur self a   ","goturselfa","cfbc0924-0035-4d6c-8197-f024653af823","nas","nas","nas"
"587","Nas","I Can",20,"I Can","Nas","Nas","nas","nas","i can","i can","i can","ican","cfbc0924-0035-4d6c-8197-f024653af823","nas","nas","nas"
"588","Nas","Made You Look",13,"Made You Look","Nas","Nas","nas","nas","made you look","made you look","made you look","madeyoulook","cfbc0924-0035-4d6c-8197-f024653af823","nas","nas","nas"
"589","Nas","Nas Is Like",4,"Nas Is Like","Nas","Nas","nas","nas","nas is like","nas is like","nas is like","nasislike","cfbc0924-0035-4d6c-8197-f024653af823","nas","nas","nas"
"590","Nas","NAStradamus",6,"NAStradamus","Nas","Nas","nas","nas","nastradamus","nastradamus","nastradamus","nastradamus","cfbc0924-0035-4d6c-8197-f024653af823","nas","nas","nas"
"591","Nas","One Mic",13,"One Mic","Nas","Nas","nas","nas","one mic","one mic","one mic","onemic","cfbc0924-0035-4d6c-8197-f024653af823","nas","nas","nas"
"592","NAS Featuring Ginuwine","You Owe Me",16,"You Owe Me","NAS","Ginuwine","nas featuring ginuwine","nas","you owe me","you owe me","you owe me","youoweme","cfbc0924-0035-4d6c-8197-f024653af823","nas featuring ginuwine","nasfeaturingginuwine","nasfeaturingginuwine"
"593","Nas Featuring Olu Dara","Bridging The Gap",4,"Bridging The Gap","Nas","Dara","nas featuring olu dara","nas","bridging the gap","bridging the gap","bridging the gap","bridgingthegap","cfbc0924-0035-4d6c-8197-f024653af823","nas featuring olu dara","nasfeaturingoludara","nasfeaturingoludara"
"594","Nas Featuring Puff Daddy","Hate Me Now",8,"Hate Me Now","Nas","Daddy","nas featuring puff daddy","nas","hate me now","hate me now","hate me now","hatemenow","cfbc0924-0035-4d6c-8197-f024653af823","nas featuring puff daddy","nasfeaturingpuffdaddy","nasfeaturingpuffdaddy"
"595","Natalie Imbruglia","Wrong Impression",8,"Wrong Impression","Natalie","Imbruglia","natalie imbruglia","natalie imbruglia","wrong impression","wrong impression","wrong impression","wrongimpression","60530915-9371-4b16-bc31-5c4456317ae0","natalie imbruglia","natalieimbruglia","natalieimbruglia"
"596","Naughty By Nature Featuring 3LW","Feels Good (Don't Worry Bout A Thing)",20,"Feels Good ","Naughty","3LW","naughty by nature featuring 3lw","naughty by nature","feels good (don't worry bout a thing)","feels good ","feels good ","feelsgood","3bdcd49d-212e-4f4f-877a-eac1e4a2bddc","naughty by nature featuring 3lw","naughtybynaturefeaturing3lw","naughtybynaturefeaturing3lw"
"597","Naughty By Nature Featuring Zhane","Jamboree",17,"Jamboree","Naughty","Zhane","naughty by nature featuring zhane","naughty by nature","jamboree","jamboree","jamboree","jamboree","3bdcd49d-212e-4f4f-877a-eac1e4a2bddc","naughty by nature featuring zhane","naughtybynaturefeaturingzhane","naughtybynaturefeaturingzhane"
"598","Nelly","#1",20,"#1","Nelly","Nelly","nelly","nelly","#1","#1"," 1","1","13655113-cd16-4b43-9dca-cadbbf26ee05","nelly","nelly","nelly"
"599","Nelly","(Hot S**t) Country Grammar",34," Country Grammar","Nelly","Nelly","nelly","nelly","(hot s**t) country grammar"," country grammar"," country grammar","countrygrammar","13655113-cd16-4b43-9dca-cadbbf26ee05","nelly","nelly","nelly"
"600","Nelly","E.I.",20,"E.I.","Nelly","Nelly","nelly","nelly","e.i.","e.i.","e i ","ei","13655113-cd16-4b43-9dca-cadbbf26ee05","nelly","nelly","nelly"
"601","Nelly","Flap Your Wings",11,"Flap Your Wings","Nelly","Nelly","nelly","nelly","flap your wings","flap your wings","flap your wings","flapyourwings","13655113-cd16-4b43-9dca-cadbbf26ee05","nelly","nelly","nelly"
"602","Nelly","Hot In Herre",26,"Hot In Herre","Nelly","Nelly","nelly","nelly","hot in herre","hot in herre","hot in herre","hotinherre","13655113-cd16-4b43-9dca-cadbbf26ee05","nelly","nelly","nelly"
"603","Nelly","Pimp Juice",7,"Pimp Juice","Nelly","Nelly","nelly","nelly","pimp juice","pimp juice","pimp juice","pimpjuice","13655113-cd16-4b43-9dca-cadbbf26ee05","nelly","nelly","nelly"
"604","Nelly","Work It (Reinvention)",5,"Work It ","Nelly","Nelly","nelly","nelly","work it (reinvention)","work it ","work it ","workit","13655113-cd16-4b43-9dca-cadbbf26ee05","nelly","nelly","nelly"
"605","Nelly & Christina Aguilera","Tilt Ya Head Back",6,"Tilt Ya Head Back","Nelly","Aguilera","nelly & christina aguilera","nelly","tilt ya head back","tilt ya head back","tilt ya head back","tiltyaheadback","13655113-cd16-4b43-9dca-cadbbf26ee05","nelly & christina aguilera","nellychristinaaguilera","nellychristinaaguilera"
"606","Nelly Featuring City Spud","Ride Wit Me",29,"Ride Wit Me","Nelly","Spud","nelly featuring city spud","nelly","ride wit me","ride wit me","ride wit me","ridewitme","13655113-cd16-4b43-9dca-cadbbf26ee05","nelly featuring city spud","nellyfeaturingcityspud","nellyfeaturingcityspud"
"607","Nelly Featuring Jaheim","My Place",20,"My Place","Nelly","Jaheim","nelly featuring jaheim","nelly","my place","my place","my place","myplace","13655113-cd16-4b43-9dca-cadbbf26ee05","nelly featuring jaheim","nellyfeaturingjaheim","nellyfeaturingjaheim"
"608","Nelly Featuring Kelly Rowland","Dilemma",29,"Dilemma","Nelly","Rowland","nelly featuring kelly rowland","nelly","dilemma","dilemma","dilemma","dilemma","13655113-cd16-4b43-9dca-cadbbf26ee05","nelly featuring kelly rowland","nellyfeaturingkellyrowland","nellyfeaturingkellyrowland"
"609","Nelly Featuring Kyjuan, Ali & Murphy Lee","Air Force Ones",20,"Air Force Ones","Nelly","Lee","nelly featuring kyjuan, ali & murphy lee","nelly","air force ones","air force ones","air force ones","airforceones","13655113-cd16-4b43-9dca-cadbbf26ee05","nelly featuring kyjuan, ali & murphy lee","nellyfeaturingkyjuanalimurphylee","nellyfeaturingkyjuanalimurphylee"
"610","Nelly Featuring Tim McGraw","Over And Over",11,"Over And Over","Nelly","McGraw","nelly featuring tim mcgraw","nelly","over and over","over and over","over and over","overandover","13655113-cd16-4b43-9dca-cadbbf26ee05","nelly featuring tim mcgraw","nellyfeaturingtimmcgraw","nellyfeaturingtimmcgraw"
"611","Nelly, P. Diddy & Murphy Lee","Shake Ya Tailfeather",30,"Shake Ya Tailfeather","Nelly","Lee","nelly, p. diddy & murphy lee","nelly","shake ya tailfeather","shake ya tailfeather","shake ya tailfeather","shakeyatailfeather","13655113-cd16-4b43-9dca-cadbbf26ee05","nelly, p. diddy & murphy lee","nellypdiddymurphylee","nellypdiddymurphylee"
"612","New Edition","Hot 2Nite",12,"Hot 2Nite","New","Edition","new edition","new edition","hot 2nite","hot 2nite","hot 2nite","hot2nite","b4b94b15-1535-48a4-aa1e-d44e55d75bc5","new edition","newedition","newedition"
"613","Next","Too Close",7,"Too Close","Next","Next","next","next","too close","too close","too close","tooclose",NA,"next","next","next"
"614","Next","Wifey",21,"Wifey","Next","Next","next","next","wifey","wifey","wifey","wifey",NA,"next","next","next"
"615","Nickelback","Feelin' Way Too Damn Good",16,"Feelin' Way Too Damn Good","Nickelback","Nickelback","nickelback","nickelback","feelin' way too damn good","feelin' way too damn good","feelin  way too damn good","feelinwaytoodamngood","bc710bcf-8815-42cf-bad2-3f1d12246aeb","nickelback","nickelback","nickelback"
"616","Nickelback","Figured You Out",19,"Figured You Out","Nickelback","Nickelback","nickelback","nickelback","figured you out","figured you out","figured you out","figuredyouout","bc710bcf-8815-42cf-bad2-3f1d12246aeb","nickelback","nickelback","nickelback"
"617","Nickelback","Someday",50,"Someday","Nickelback","Nickelback","nickelback","nickelback","someday","someday","someday","someday","bc710bcf-8815-42cf-bad2-3f1d12246aeb","nickelback","nickelback","nickelback"
"618","Nine Inch Nails","The Day The World Went Away",5,"The Day The World Went Away","Nine","Nails","nine inch nails","nine inch nails","the day the world went away","the day the world went away","the day the world went away","thedaytheworldwentaway","b7ffd2af-418f-4be2-bdd1-22f8b48613da","nine inch nails","nineinchnails","nineinchnails"
"619","Nirvana","You Know You're Right",20,"You Know You're Right","Nirvana","Nirvana","nirvana","nirvana","you know you're right","you know you're right","you know you re right","youknowyoureright","5b11f4ce-a62d-471e-81fc-a69a8278c7da","nirvana","nirvana","nirvana"
"620","Nitty","Nasty Girl",9,"Nasty Girl","Nitty","Nitty","nitty","nitty","nasty girl","nasty girl","nasty girl","nastygirl","ac8a45f8-5520-4463-9fda-f63f8844cb50","nitty","nitty","nitty"
"621","Nivea","Don't Mess With The Radio",3,"Don't Mess With The Radio","Nivea","Nivea","nivea","nivea","don't mess with the radio","don't mess with the radio","don t mess with the radio","dontmesswiththeradio",NA,"nivea","nivea","nivea"
"622","Nivea","Laundromat",9,"Laundromat","Nivea","Nivea","nivea","nivea","laundromat","laundromat","laundromat","laundromat",NA,"nivea","nivea","nivea"
"623","Nivea Featuring Brian & Brandon Casey","Don't Mess With My Man",36,"Don't Mess With My Man","Nivea","Casey","nivea featuring brian & brandon casey","nivea","don't mess with my man","don't mess with my man","don t mess with my man","dontmesswithmyman",NA,"nivea featuring brian & brandon casey","niveafeaturingbrianbrandoncasey","niveafeaturingbrianbrandoncasey"
"624","Nivea Featuring Lil Jon & YoungBloodZ","Okay",1,"Okay","Nivea","YoungBloodZ","nivea featuring lil jon & youngbloodz","nivea","okay","okay","okay","okay",NA,"nivea featuring lil jon & youngbloodz","niveafeaturingliljonyoungbloodz","niveafeaturingliljonyoungbloodz"
"625","No Doubt","Hella Good",20,"Hella Good","No","Doubt","no doubt","no doubt","hella good","hella good","hella good","hellagood","fbd2a255-1d57-4d31-ac11-65b671c19958","no doubt","nodoubt","nodoubt"
"626","No Doubt","It's My Life",28,"It's My Life","No","Doubt","no doubt","no doubt","it's my life","it's my life","it s my life","itsmylife","fbd2a255-1d57-4d31-ac11-65b671c19958","no doubt","nodoubt","nodoubt"
"627","No Doubt","Running",6,"Running","No","Doubt","no doubt","no doubt","running","running","running","running","fbd2a255-1d57-4d31-ac11-65b671c19958","no doubt","nodoubt","nodoubt"
